hotel,date,room_type,capacity,occupied,adr,room_revenue,fnb_revenue,spa_revenue,other_revenue,total_revenue,rooms_cost,fnb_cost,spa_cost,other_cost,total_cost,channel,occupancy_rate,revpar,gop,goppar
Hôtel des Îles,2025-01-29,Single,10,5,41.97,209.85,46.7,2.73,212.48,471.76,58.34,20.21,0.69,121.37,200.61,Direct,0.5,20.985,271.15,27.115
Hôtel des Îles,2025-01-29,Double,30,20,110.67,2213.4,407.25,0.07,211.18,2831.9,358.32,117.41,0.02,94.07,569.82,OTA,0.6666666666666666,73.78,2262.08,75.40266666666666
Hôtel des Îles,2025-01-29,Deluxe,15,11,138.88,1527.68,343.73,36.84,68.91,1977.16,402.94,127.59,11.57,21.78,563.88,Direct,0.7333333333333333,101.84533333333334,1413.2800000000002,94.21866666666668
Hôtel des Îles,2025-01-29,Suite,5,3,274.67,824.01,197.5,55.54,194.47,1271.52,133.24,53.57,16.58,67.72,271.11,Agency,0.6,164.802,1000.41,200.082
Hôtel des Îles,2025-01-30,Single,10,8,37.31,298.48,40.61,6.56,227.55,573.2,46.59,17.57,2.4,88.58,155.14,Corporate,0.8,29.848000000000003,418.06000000000006,41.806000000000004
Hôtel des Îles,2025-01-30,Double,30,25,96.2,2405.0,152.19,190.35,57.86,2805.4,597.01,51.52,74.2,21.63,744.36,OTA,0.8333333333333334,80.16666666666667,2061.04,68.70133333333334
Hôtel des Îles,2025-01-30,Deluxe,15,10,128.5,1285.0,253.95,19.44,164.7,1723.09,234.24,107.25,7.55,75.03,424.07,OTA,0.6666666666666666,85.66666666666667,1299.02,86.60133333333333
Hôtel des Îles,2025-01-30,Suite,5,4,283.65,1134.6,214.18,44.41,152.52,1545.71,215.76,73.03,13.06,78.09,379.94,Agency,0.8,226.92,1165.77,233.154
Hôtel des Îles,2025-01-31,Single,10,7,59.95,419.65,84.81,33.07,239.15,776.68,75.35,36.05,11.27,104.31,226.98,OTA,0.7,41.964999999999996,549.6999999999999,54.96999999999999
Hôtel des Îles,2025-01-31,Double,30,18,85.67,1542.06,135.42,111.14,184.84,1973.46,377.79,36.55,35.66,62.16,512.16,Direct,0.6,51.402,1461.3000000000002,48.71000000000001
Hôtel des Îles,2025-01-31,Deluxe,15,10,137.17,1371.7,116.54,108.32,162.23,1758.79,347.2,36.72,23.72,96.16,503.8,Direct,0.6666666666666666,91.44666666666667,1254.99,83.666
Hôtel des Îles,2025-01-31,Suite,5,4,314.49,1257.96,132.9,6.2,82.5,1479.56,357.58,51.46,1.55,26.37,436.96,OTA,0.8,251.592,1042.6,208.51999999999998
Hôtel des Îles,2025-02-01,Single,10,7,42.82,299.74,73.18,4.21,169.42,546.55,64.03,24.83,1.06,92.76,182.68,OTA,0.7,29.974,363.86999999999995,36.38699999999999
Hôtel des Îles,2025-02-01,Double,30,20,83.22,1664.4,148.54,91.88,128.08,2032.9,353.46,51.07,25.13,42.29,471.95,Direct,0.6666666666666666,55.480000000000004,1560.95,52.031666666666666
Hôtel des Îles,2025-02-01,Deluxe,15,9,112.5,1012.5,93.23,1.87,229.35,1336.95,183.88,27.55,0.48,77.57,289.48,OTA,0.6,67.5,1047.47,69.83133333333333
Hôtel des Îles,2025-02-01,Suite,5,5,220.8,1104.0,178.28,22.61,180.17,1485.06,184.85,63.7,6.5,68.53,323.58,OTA,1.0,220.8,1161.48,232.296
Hôtel des Îles,2025-02-02,Single,10,5,46.09,230.45,28.45,16.85,123.66,399.41,47.48,9.29,6.19,61.24,124.2,OTA,0.5,23.044999999999998,275.21000000000004,27.521000000000004
Hôtel des Îles,2025-02-02,Double,30,22,103.1,2268.2,416.18,2.32,224.31,2911.01,492.22,132.59,0.53,96.87,722.21,OTA,0.7333333333333333,75.60666666666665,2188.8,72.96000000000001
Hôtel des Îles,2025-02-02,Deluxe,15,11,142.02,1562.22,330.4,13.67,129.46,2035.75,313.27,120.23,5.09,41.88,480.47,Direct,0.7333333333333333,104.148,1555.28,103.68533333333333
Hôtel des Îles,2025-02-02,Suite,5,2,266.45,532.9,39.98,5.53,161.36,739.77,155.58,13.31,1.47,77.78,248.14,Agency,0.4,106.58,491.63,98.326
Hôtel des Îles,2025-02-03,Single,10,5,62.54,312.7,30.6,19.69,61.28,424.27,64.23,10.75,6.14,31.78,112.9,OTA,0.5,31.27,311.37,31.137
Hôtel des Îles,2025-02-03,Double,30,20,116.78,2335.6,156.32,22.29,94.92,2609.13,525.58,65.36,7.58,50.94,649.46,OTA,0.6666666666666666,77.85333333333332,1959.67,65.32233333333333
Hôtel des Îles,2025-02-03,Deluxe,15,11,142.69,1569.59,389.01,20.95,59.34,2038.89,418.97,116.9,7.67,30.33,573.87,Agency,0.7333333333333333,104.63933333333333,1465.02,97.66799999999999
Hôtel des Îles,2025-02-03,Suite,5,4,344.21,1376.84,120.79,55.94,155.72,1709.29,373.94,47.97,18.61,52.01,492.53,OTA,0.8,275.368,1216.76,243.352
Hôtel des Îles,2025-02-04,Single,10,7,58.91,412.37,82.17,0.28,83.72,578.54,97.78,32.28,0.11,42.84,173.01,OTA,0.7,41.237,405.53,40.553
Hôtel des Îles,2025-02-04,Double,30,21,94.71,1988.91,307.03,11.8,88.4,2396.14,548.94,121.27,4.47,29.64,704.32,Agency,0.7,66.297,1691.8199999999997,56.39399999999999
Hôtel des Îles,2025-02-04,Deluxe,15,12,146.14,1753.68,404.76,44.92,184.05,2387.41,312.48,151.77,12.01,66.88,543.14,Direct,0.8,116.912,1844.27,122.95133333333334
Hôtel des Îles,2025-02-04,Suite,5,4,196.57,786.28,89.72,46.83,244.24,1167.07,169.6,37.88,14.67,84.79,306.94,OTA,0.8,157.256,860.1299999999999,172.02599999999998
Hôtel des Îles,2025-02-05,Single,10,7,67.91,475.37,95.14,18.58,170.64,759.73,94.52,42.5,6.2,53.44,196.66,Direct,0.7,47.537,563.07,56.307
Hôtel des Îles,2025-02-05,Double,30,20,82.95,1659.0,137.6,91.46,152.91,2040.97,298.66,43.2,29.12,49.19,420.17,Direct,0.6666666666666666,55.3,1620.8,54.026666666666664
Hôtel des Îles,2025-02-05,Deluxe,15,13,156.55,2035.15,374.22,77.66,178.46,2665.49,316.98,140.07,27.61,80.33,564.99,OTA,0.8666666666666667,135.67666666666668,2100.5,140.03333333333333
Hôtel des Îles,2025-02-05,Suite,5,4,294.18,1176.72,240.0,52.84,226.57,1696.13,269.67,84.85,16.68,118.9,490.1,Agency,0.8,235.344,1206.0300000000002,241.20600000000005
Hôtel des Îles,2025-02-06,Single,10,9,83.21,748.89,152.49,44.77,112.34,1058.49,146.73,63.67,9.6,63.4,283.4,Direct,0.9,74.889,775.09,77.509
Hôtel des Îles,2025-02-06,Double,30,20,95.43,1908.6,226.73,42.33,249.34,2427.0,501.23,85.92,11.47,78.48,677.1,Direct,0.6666666666666666,63.62,1749.9,58.330000000000005
Hôtel des Îles,2025-02-06,Deluxe,15,10,114.06,1140.6,159.06,6.6,240.83,1547.09,209.29,69.11,1.88,143.45,423.73,OTA,0.6666666666666666,76.03999999999999,1123.36,74.89066666666666
Hôtel des Îles,2025-02-06,Suite,5,2,289.53,579.06,90.04,6.54,50.16,725.8,157.23,24.09,2.14,28.81,212.27,Direct,0.4,115.81199999999998,513.53,102.70599999999999
Hôtel des Îles,2025-02-07,Single,10,6,61.8,370.8,40.88,13.75,169.89,595.32,65.15,16.28,3.58,84.73,169.74,Direct,0.6,37.08,425.58000000000004,42.55800000000001
Hôtel des Îles,2025-02-07,Double,30,20,77.63,1552.6,159.0,109.52,228.36,2049.48,278.64,59.27,23.83,95.33,457.07,OTA,0.6666666666666666,51.75333333333333,1592.41,53.080333333333336
Hôtel des Îles,2025-02-07,Deluxe,15,10,123.53,1235.3,239.41,49.8,191.75,1716.26,231.42,75.39,13.29,59.01,379.11,Direct,0.6666666666666666,82.35333333333332,1337.15,89.14333333333335
Hôtel des Îles,2025-02-07,Suite,5,3,258.16,774.48,174.91,0.81,238.95,1189.15,173.01,55.69,0.31,73.43,302.44,OTA,0.6,154.89600000000002,886.71,177.342
Hôtel des Îles,2025-02-08,Single,10,7,56.37,394.59,19.79,29.57,82.91,526.86,73.01,5.99,6.14,27.93,113.07,Agency,0.7,39.458999999999996,413.79,41.379000000000005
Hôtel des Îles,2025-02-08,Double,30,22,95.38,2098.36,201.41,86.61,100.7,2487.08,610.79,86.85,27.14,40.92,765.7,OTA,0.7333333333333333,69.94533333333334,1721.3799999999999,57.37933333333333
Hôtel des Îles,2025-02-08,Deluxe,15,11,154.22,1696.42,117.07,27.21,132.69,1973.39,306.93,49.79,6.3,57.95,420.97,OTA,0.7333333333333333,113.09466666666667,1552.42,103.49466666666667
Hôtel des Îles,2025-02-08,Suite,5,3,338.12,1014.36,64.36,37.71,214.15,1330.58,245.66,26.8,11.27,71.86,355.59,Direct,0.6,202.872,974.99,194.998
Hôtel des Îles,2025-02-09,Single,10,8,69.81,558.48,74.96,18.34,96.27,748.05,95.2,21.69,3.87,34.6,155.36,Direct,0.8,55.848,592.6899999999999,59.26899999999999
Hôtel des Îles,2025-02-09,Double,30,20,76.83,1536.6,277.75,47.58,179.44,2041.37,240.81,72.44,13.87,83.42,410.54,Corporate,0.6666666666666666,51.22,1630.83,54.361
Hôtel des Îles,2025-02-09,Deluxe,15,13,107.9,1402.7,182.39,16.89,150.71,1752.69,379.07,61.7,5.04,83.59,529.4,OTA,0.8666666666666667,93.51333333333334,1223.29,81.55266666666667
Hôtel des Îles,2025-02-09,Suite,5,4,275.75,1103.0,114.52,70.87,58.83,1347.22,329.59,31.62,25.46,24.62,411.29,OTA,0.8,220.6,935.9300000000001,187.186
Hôtel des Îles,2025-02-10,Single,10,5,70.2,351.0,26.06,3.19,132.19,512.44,86.76,10.23,0.75,42.81,140.55,Agency,0.5,35.1,371.89000000000004,37.18900000000001
Hôtel des Îles,2025-02-10,Double,30,23,95.97,2207.31,373.8,59.54,102.5,2743.15,371.45,131.56,18.88,41.8,563.69,OTA,0.7666666666666667,73.577,2179.46,72.64866666666667
Hôtel des Îles,2025-02-10,Deluxe,15,11,132.26,1454.86,113.73,72.74,195.77,1837.1,421.6,34.78,28.37,62.45,547.2,OTA,0.7333333333333333,96.99066666666666,1289.8999999999999,85.99333333333333
Hôtel des Îles,2025-02-10,Suite,5,5,279.76,1398.8,111.99,4.32,225.78,1740.89,275.9,30.89,1.27,108.26,416.32,Direct,1.0,279.76,1324.5700000000002,264.91400000000004
Hôtel des Îles,2025-02-11,Single,10,8,59.22,473.76,109.52,19.57,80.75,683.6,136.57,43.97,6.78,41.4,228.72,Direct,0.8,47.376,454.88,45.488
Hôtel des Îles,2025-02-11,Double,30,23,98.39,2262.97,467.96,82.06,208.44,3021.43,624.11,178.27,20.16,79.67,902.21,Direct,0.7666666666666667,75.43233333333333,2119.22,70.64066666666666
Hôtel des Îles,2025-02-11,Deluxe,15,13,157.62,2049.06,145.27,118.07,187.46,2499.86,336.79,63.12,37.04,76.69,513.64,Corporate,0.8666666666666667,136.60399999999998,1986.2200000000003,132.41466666666668
Hôtel des Îles,2025-02-11,Suite,5,4,308.49,1233.96,218.83,21.84,185.41,1660.04,328.03,75.42,7.07,81.01,491.53,Corporate,0.8,246.792,1168.51,233.702
Hôtel des Îles,2025-02-12,Single,10,7,64.03,448.21,58.81,29.63,95.53,632.18,102.49,24.18,8.02,47.06,181.75,Direct,0.7,44.821,450.42999999999995,45.04299999999999
Hôtel des Îles,2025-02-12,Double,30,24,91.01,2184.24,260.57,170.03,245.95,2860.79,415.53,67.28,57.98,107.06,647.85,Direct,0.8,72.80799999999999,2212.94,73.76466666666667
Hôtel des Îles,2025-02-12,Deluxe,15,10,106.92,1069.2,103.6,41.11,160.37,1374.28,261.7,31.23,16.02,56.28,365.23,Agency,0.6666666666666666,71.28,1009.05,67.27
Hôtel des Îles,2025-02-12,Suite,5,5,198.2,991.0,135.88,32.89,196.54,1356.31,250.61,56.61,8.22,94.9,410.34,OTA,1.0,198.2,945.97,189.19400000000002
Hôtel des Îles,2025-02-13,Single,10,8,40.21,321.68,22.87,17.58,182.15,544.28,94.12,9.06,3.7,102.96,209.84,Corporate,0.8,32.168,334.43999999999994,33.443999999999996
Hôtel des Îles,2025-02-13,Double,30,22,90.77,1996.94,133.01,30.52,138.15,2298.62,474.7,54.97,12.14,57.56,599.37,Direct,0.7333333333333333,66.56466666666667,1699.25,56.641666666666666
Hôtel des Îles,2025-02-13,Deluxe,15,9,174.03,1566.27,319.65,62.6,111.04,2059.56,463.71,122.32,17.63,42.65,646.31,OTA,0.6,104.41799999999999,1413.25,94.21666666666667
Hôtel des Îles,2025-02-13,Suite,5,4,202.65,810.6,59.65,42.47,106.66,1019.38,121.62,16.43,16.42,59.75,214.22,Direct,0.8,162.12,805.16,161.03199999999998
Hôtel des Îles,2025-02-14,Single,10,6,63.6,381.6,23.93,12.1,242.76,660.39,88.09,7.36,2.71,124.06,222.22,OTA,0.6,38.160000000000004,438.16999999999996,43.81699999999999
Hôtel des Îles,2025-02-14,Double,30,22,87.25,1919.5,301.06,126.5,70.63,2417.69,559.44,123.14,29.89,36.28,748.75,OTA,0.7333333333333333,63.983333333333334,1668.94,55.63133333333334
Hôtel des Îles,2025-02-14,Deluxe,15,11,93.47,1028.17,126.09,4.3,187.11,1345.67,221.5,36.43,1.56,101.18,360.67,OTA,0.7333333333333333,68.54466666666667,985.0,65.66666666666667
Hôtel des Îles,2025-02-14,Suite,5,4,224.08,896.32,52.04,6.8,51.36,1006.52,155.01,13.73,2.71,19.86,191.31,Direct,0.8,179.264,815.21,163.042
Hôtel des Îles,2025-02-15,Single,10,8,60.34,482.72,62.27,12.94,91.46,649.39,99.76,19.51,4.34,35.38,158.99,OTA,0.8,48.272000000000006,490.4,49.04
Hôtel des Îles,2025-02-15,Double,30,25,74.77,1869.25,341.73,38.15,75.41,2324.54,296.8,106.31,8.83,26.56,438.5,Corporate,0.8333333333333334,62.30833333333333,1886.04,62.868
Hôtel des Îles,2025-02-15,Deluxe,15,14,197.22,2761.08,311.1,65.19,196.68,3334.05,775.01,89.76,14.31,111.98,991.06,Direct,0.9333333333333333,184.072,2342.9900000000002,156.19933333333336
Hôtel des Îles,2025-02-15,Suite,5,3,359.94,1079.82,97.83,39.03,209.39,1426.07,257.61,26.35,12.08,106.96,403.0,Corporate,0.6,215.964,1023.0699999999999,204.61399999999998
Hôtel des Îles,2025-02-16,Single,10,7,64.73,453.11,83.32,7.83,168.17,712.43,130.03,34.12,3.01,99.82,266.98,Direct,0.7,45.311,445.44999999999993,44.544999999999995
Hôtel des Îles,2025-02-16,Double,30,21,86.9,1824.9,122.49,26.78,201.68,2175.85,279.75,50.63,5.43,100.26,436.07,OTA,0.7,60.830000000000005,1739.78,57.992666666666665
Hôtel des Îles,2025-02-16,Deluxe,15,10,151.8,1518.0,301.23,61.9,134.49,2015.62,318.34,76.9,16.53,79.73,491.5,Corporate,0.6666666666666666,101.2,1524.12,101.60799999999999
Hôtel des Îles,2025-02-16,Suite,5,4,258.35,1033.4,67.07,42.2,243.89,1386.56,262.46,17.72,10.04,129.6,419.82,Corporate,0.8,206.68,966.74,193.348
Hôtel des Îles,2025-02-17,Single,10,7,57.78,404.46,41.18,22.93,92.97,561.54,63.12,11.95,5.41,37.31,117.79,OTA,0.7,40.446,443.74999999999994,44.37499999999999
Hôtel des Îles,2025-02-17,Double,30,21,87.87,1845.27,238.31,44.09,223.39,2351.06,483.48,100.46,13.18,75.79,672.91,OTA,0.7,61.509,1678.15,55.93833333333334
Hôtel des Îles,2025-02-17,Deluxe,15,12,137.2,1646.4,379.69,113.83,142.92,2282.84,430.79,141.96,41.05,61.39,675.19,Corporate,0.8,109.76,1607.65,107.17666666666668
Hôtel des Îles,2025-02-17,Suite,5,4,252.26,1009.04,216.25,44.76,85.96,1356.01,222.15,95.93,15.69,46.71,380.48,Direct,0.8,201.808,975.53,195.106
Hôtel des Îles,2025-02-18,Single,10,7,70.43,493.01,55.93,11.12,156.17,716.23,77.77,15.76,4.03,53.06,150.62,Direct,0.7,49.301,565.61,56.561
Hôtel des Îles,2025-02-18,Double,30,22,91.24,2007.28,348.6,18.16,81.27,2455.31,432.68,114.82,6.33,38.54,592.37,OTA,0.7333333333333333,66.90933333333334,1862.94,62.098
Hôtel des Îles,2025-02-18,Deluxe,15,12,150.43,1805.16,151.88,95.73,220.51,2273.28,340.62,52.9,37.82,88.2,519.54,OTA,0.8,120.34400000000001,1753.7400000000002,116.91600000000001
Hôtel des Îles,2025-02-18,Suite,5,5,298.5,1492.5,250.66,53.72,221.67,2018.55,438.09,87.68,20.75,105.29,651.81,OTA,1.0,298.5,1366.74,273.348
Hôtel des Îles,2025-02-19,Single,10,7,60.61,424.27,104.43,11.89,140.44,681.03,72.14,27.11,4.22,66.18,169.65,Corporate,0.7,42.427,511.38,51.138
Hôtel des Îles,2025-02-19,Double,30,24,95.49,2291.76,168.16,180.75,111.73,2752.4,388.56,48.74,57.4,35.67,530.37,Corporate,0.8,76.39200000000001,2222.03,74.06766666666667
Hôtel des Îles,2025-02-19,Deluxe,15,8,140.69,1125.52,149.45,24.32,91.37,1390.66,279.25,49.8,5.74,46.3,381.09,OTA,0.5333333333333333,75.03466666666667,1009.5700000000002,67.30466666666668
Hôtel des Îles,2025-02-19,Suite,5,2,273.51,547.02,103.37,19.32,239.0,908.71,93.67,39.13,5.34,140.3,278.44,Direct,0.4,109.404,630.27,126.054
Hôtel des Îles,2025-02-20,Single,10,5,57.23,286.15,44.08,6.75,53.05,390.03,52.37,13.51,1.95,18.64,86.47,Corporate,0.5,28.615,303.55999999999995,30.355999999999995
Hôtel des Îles,2025-02-20,Double,30,20,82.01,1640.2,83.0,32.53,235.56,1991.29,475.36,32.71,11.49,77.13,596.69,OTA,0.6666666666666666,54.67333333333333,1394.6,46.486666666666665
Hôtel des Îles,2025-02-20,Deluxe,15,12,138.09,1657.08,393.91,24.64,245.6,2321.23,495.7,142.25,5.77,96.97,740.69,OTA,0.8,110.472,1580.54,105.36933333333333
Hôtel des Îles,2025-02-20,Suite,5,4,278.66,1114.64,97.09,58.11,192.52,1462.36,282.23,30.47,14.55,112.97,440.22,Agency,0.8,222.92800000000003,1022.1399999999999,204.42799999999997
Hôtel des Îles,2025-02-21,Single,10,7,58.37,408.59,55.27,17.57,54.5,535.93,88.51,22.45,5.9,26.73,143.59,Agency,0.7,40.858999999999995,392.3399999999999,39.233999999999995
Hôtel des Îles,2025-02-21,Double,30,26,93.42,2428.92,187.63,172.47,144.15,2933.17,684.27,68.89,57.75,78.03,888.94,OTA,0.8666666666666667,80.964,2044.23,68.141
Hôtel des Îles,2025-02-21,Deluxe,15,11,112.36,1235.96,85.45,90.43,68.21,1480.05,305.57,28.42,25.42,34.37,393.78,Direct,0.7333333333333333,82.39733333333334,1086.27,72.41799999999999
Hôtel des Îles,2025-02-21,Suite,5,3,273.28,819.84,120.56,35.55,233.81,1209.76,233.64,40.95,9.06,97.72,381.37,OTA,0.6,163.96800000000002,828.39,165.678
Hôtel des Îles,2025-02-22,Single,10,8,66.6,532.8,45.06,14.68,62.31,654.85,101.5,18.19,5.53,22.83,148.05,OTA,0.8,53.279999999999994,506.8,50.68
Hôtel des Îles,2025-02-22,Double,30,22,95.9,2109.8,463.04,1.61,130.58,2705.03,603.59,184.32,0.5,59.92,848.33,Direct,0.7333333333333333,70.32666666666667,1856.7000000000003,61.89000000000001
Hôtel des Îles,2025-02-22,Deluxe,15,11,154.37,1698.07,137.44,61.34,131.6,2028.45,429.82,41.23,20.12,74.12,565.29,OTA,0.7333333333333333,113.20466666666667,1463.16,97.54400000000001
Hôtel des Îles,2025-02-22,Suite,5,2,249.38,498.76,52.57,34.41,106.69,692.43,126.19,20.23,8.41,33.12,187.95,OTA,0.4,99.752,504.47999999999996,100.89599999999999
Hôtel des Îles,2025-02-23,Single,10,8,65.38,523.04,89.36,34.61,135.0,782.01,100.07,27.08,10.63,58.69,196.47,OTA,0.8,52.303999999999995,585.54,58.553999999999995
Hôtel des Îles,2025-02-23,Double,30,25,98.34,2458.5,234.92,114.83,124.29,2932.54,534.32,83.97,27.64,43.09,689.02,Corporate,0.8333333333333334,81.95,2243.52,74.784
Hôtel des Îles,2025-02-23,Deluxe,15,11,199.58,2195.38,355.14,124.18,85.5,2760.2,412.37,146.37,48.36,29.14,636.24,OTA,0.7333333333333333,146.35866666666666,2123.96,141.59733333333332
Hôtel des Îles,2025-02-23,Suite,5,4,229.97,919.88,144.19,10.58,51.85,1126.5,249.49,41.13,3.4,20.8,314.82,OTA,0.8,183.976,811.6800000000001,162.336
Hôtel des Îles,2025-02-24,Single,10,8,59.19,473.52,86.02,9.99,52.41,621.94,107.89,31.93,3.92,24.99,168.73,OTA,0.8,47.352,453.21000000000004,45.321000000000005
Hôtel des Îles,2025-02-24,Double,30,21,80.94,1699.74,337.93,68.43,63.56,2169.66,439.45,138.95,17.65,31.73,627.78,OTA,0.7,56.658,1541.8799999999999,51.395999999999994
Hôtel des Îles,2025-02-24,Deluxe,15,9,154.05,1386.45,206.78,34.74,200.73,1828.7,253.73,67.76,12.96,103.84,438.29,OTA,0.6,92.43,1390.41,92.694
Hôtel des Îles,2025-02-24,Suite,5,4,230.66,922.64,92.65,33.52,127.17,1175.98,274.31,30.41,7.24,41.58,353.54,OTA,0.8,184.528,822.44,164.488
Hôtel des Îles,2025-02-25,Single,10,7,43.99,307.93,46.48,3.68,70.77,428.86,51.9,12.56,1.18,25.4,91.04,Direct,0.7,30.793,337.82,33.782
Hôtel des Îles,2025-02-25,Double,30,24,76.49,1835.76,98.99,98.6,154.63,2187.98,522.82,28.0,35.58,83.13,669.53,Direct,0.8,61.192,1518.45,50.615
Hôtel des Îles,2025-02-25,Deluxe,15,11,147.84,1626.24,215.12,123.3,75.27,2039.93,481.45,63.7,43.72,30.24,619.11,Direct,0.7333333333333333,108.416,1420.8200000000002,94.72133333333335
Hôtel des Îles,2025-02-25,Suite,5,3,362.42,1087.26,162.18,63.69,67.55,1380.68,272.06,69.6,13.47,23.12,378.25,OTA,0.6,217.452,1002.4300000000001,200.48600000000002
Hôtel des Îles,2025-02-26,Single,10,8,49.66,397.28,57.73,24.27,101.65,580.93,88.24,25.89,8.19,56.15,178.47,OTA,0.8,39.727999999999994,402.4599999999999,40.245999999999995
Hôtel des Îles,2025-02-26,Double,30,20,74.39,1487.8,269.18,84.43,167.24,2008.65,302.9,98.36,22.67,54.38,478.31,Agency,0.6666666666666666,49.593333333333334,1530.3400000000001,51.01133333333334
Hôtel des Îles,2025-02-26,Deluxe,15,13,119.62,1555.06,159.27,42.68,132.14,1889.15,401.3,56.11,16.59,41.3,515.3,OTA,0.8666666666666667,103.67066666666666,1373.8500000000001,91.59
Hôtel des Îles,2025-02-26,Suite,5,3,246.31,738.93,39.76,43.3,236.62,1058.61,183.68,13.43,9.05,136.3,342.46,OTA,0.6,147.786,716.1499999999999,143.22999999999996
Hôtel des Îles,2025-02-27,Single,10,10,58.13,581.3,36.56,26.71,174.41,818.98,131.29,15.11,9.94,84.53,240.87,Direct,1.0,58.129999999999995,578.11,57.811
Hôtel des Îles,2025-02-27,Double,30,21,66.58,1398.18,326.36,14.99,184.3,1923.83,210.64,141.94,3.34,60.54,416.46,Direct,0.7,46.606,1507.37,50.245666666666665
Hôtel des Îles,2025-02-27,Deluxe,15,12,130.01,1560.12,177.75,101.15,187.94,2026.96,403.65,69.26,26.52,62.0,561.43,Direct,0.8,104.008,1465.5300000000002,97.70200000000001
Hôtel des Îles,2025-02-27,Suite,5,3,188.89,566.67,36.84,42.77,123.02,769.3,162.57,14.96,15.02,59.3,251.85,OTA,0.6,113.33399999999999,517.4499999999999,103.48999999999998
Hôtel des Îles,2025-02-28,Single,10,7,68.7,480.9,44.79,3.22,146.58,675.49,109.22,18.63,0.93,69.08,197.86,OTA,0.7,48.089999999999996,477.63,47.763
Hôtel des Îles,2025-02-28,Double,30,26,94.79,2464.54,415.82,32.37,74.69,2987.42,731.99,136.7,7.95,26.25,902.89,OTA,0.8666666666666667,82.15133333333333,2084.53,69.48433333333334
Hôtel des Îles,2025-02-28,Deluxe,15,11,135.14,1486.54,167.49,54.99,128.01,1837.03,415.54,73.0,14.34,71.58,574.46,Corporate,0.7333333333333333,99.10266666666666,1262.57,84.17133333333332
Hôtel des Îles,2025-02-28,Suite,5,2,237.8,475.6,24.29,21.49,117.84,639.22,94.36,9.21,7.96,56.89,168.42,Corporate,0.4,95.12,470.80000000000007,94.16000000000001
Hôtel des Îles,2025-03-01,Single,10,8,32.15,257.2,46.89,12.18,197.26,513.53,60.62,12.35,2.72,94.48,170.17,Direct,0.8,25.72,343.36,34.336
Hôtel des Îles,2025-03-01,Double,30,25,65.03,1625.75,290.61,43.29,200.97,2160.62,402.05,109.7,13.45,60.98,586.18,OTA,0.8333333333333334,54.19166666666667,1574.44,52.48133333333333
Hôtel des Îles,2025-03-01,Deluxe,15,12,128.06,1536.72,223.31,36.4,152.99,1949.42,268.63,99.49,8.07,88.67,464.86,Agency,0.8,102.44800000000001,1484.56,98.97066666666666
Hôtel des Îles,2025-03-01,Suite,5,4,307.65,1230.6,135.65,56.93,149.63,1572.81,291.57,41.69,15.56,48.66,397.48,Direct,0.8,246.11999999999998,1175.33,235.06599999999997
Hôtel des Îles,2025-03-02,Single,10,8,47.42,379.36,42.15,15.71,126.39,563.61,89.01,11.5,6.27,54.05,160.83,Direct,0.8,37.936,402.78,40.278
Hôtel des Îles,2025-03-02,Double,30,21,84.8,1780.8,127.31,120.54,197.14,2225.79,323.67,35.53,31.73,116.87,507.8,Direct,0.7,59.36,1717.99,57.266333333333336
Hôtel des Îles,2025-03-02,Deluxe,15,11,151.6,1667.6,255.72,109.28,159.43,2192.03,260.34,80.04,34.44,93.29,468.11,Corporate,0.7333333333333333,111.17333333333333,1723.92,114.92800000000001
